store_id,category,region,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_28
S0101,PHARMA,CENTRAL,39,30,38,58.29,49.32
S0035,GROCERIES,SOUTH,57,48,36,66.29,51.57
S0101,PERSONAL_CARE,CENTRAL,30,47,45,48.57,51.32
S0105,SNACKS,NORTH,63,43,116,68.71,61.96
S0022,DAIRY,NORTH,35,19,54,44.71,40.64
S0027,GROCERIES,CENTRAL,65,47,59,88.57,70.11
S0004,BEVERAGES,NORTH,44,51,72,81.43,80.18
S0088,SNACKS,SOUTH,37,59,81,68.14,66.86
S0015,DAIRY,WEST,58,25,110,73.43,60.79
S0107,PHARMA,WEST,43,75,26,55.0,49.75
S0041,SNACKS,SOUTH,79,54,145,62.57,66.43
S0031,SNACKS,CENTRAL,77,64,48,55.43,50.57
S0063,SNACKS,SOUTH,53,82,132,60.43,65.75
S0006,BEVERAGES,NORTH,38,42,49,47.29,56.14
S0024,DAIRY,SOUTH,66,49,26,50.43,54.29
S0100,PERSONAL_CARE,WEST,71,29,15,49.71,49.68
S0045,SNACKS,CENTRAL,42,105,102,70.14,65.79
S0006,HOME_CARE,NORTH,52,32,57,49.57,46.54
S0059,PHARMA,EAST,19,61,41,27.71,34.5
S0008,PHARMA,NORTH,41,80,34,54.57,40.29
S0020,HOME_CARE,WEST,36,38,15,27.43,31.96
S0050,PERSONAL_CARE,NORTH,66,40,104,50.86,59.46
S0096,HOME_CARE,EAST,69,37,25,51.29,48.86
S0048,GROCERIES,CENTRAL,72,58,91,72.71,64.39
S0102,SNACKS,SOUTH,71,61,47,67.29,59.32
S0117,BEVERAGES,EAST,42,18,105,66.0,54.96
S0064,BEVERAGES,EAST,91,73,45,68.0,79.96
S0048,DAIRY,CENTRAL,48,45,40,30.57,44.61
S0066,HOME_CARE,CENTRAL,42,45,42,43.29,39.82
S0007,HOME_CARE,EAST,39,36,24,34.86,42.29
S0036,DAIRY,NORTH,32,121,73,66.57,64.68
S0056,HOME_CARE,CENTRAL,41,12,41,39.43,34.89
S0024,HOME_CARE,SOUTH,25,31,23,34.43,38.93
S0110,GROCERIES,SOUTH,125,59,11,73.43,72.14
S0022,GROCERIES,NORTH,53,84,35,51.0,55.29
S0011,DAIRY,WEST,63,41,64,70.86,55.75
S0025,GROCERIES,SOUTH,38,84,65,55.43,57.29
S0017,PERSONAL_CARE,SOUTH,84,34,33,53.29,49.39
S0088,HOME_CARE,SOUTH,13,22,43,52.0,49.61
S0008,DAIRY,NORTH,56,50,67,52.71,52.89
S0020,PERSONAL_CARE,WEST,43,82,35,43.57,41.57
S0099,GROCERIES,NORTH,91,42,83,78.29,68.18
S0110,PHARMA,SOUTH,58,63,119,37.43,43.79
S0090,SNACKS,NORTH,64,49,30,55.57,53.32
S0028,PHARMA,NORTH,63,26,37,30.86,33.07
S0016,PERSONAL_CARE,WEST,45,41,62,40.71,43.5
S0043,GROCERIES,SOUTH,58,62,63,54.43,56.96
S0005,HOME_CARE,CENTRAL,39,67,78,36.43,42.21
S0028,PERSONAL_CARE,NORTH,65,47,87,35.0,43.86
S0091,PHARMA,EAST,32,18,46,33.86,37.14
S0028,DAIRY,NORTH,32,22,51,64.43,45.14
S0095,PHARMA,EAST,19,27,32,49.29,44.86
S0056,BEVERAGES,CENTRAL,30,73,81,71.57,56.25
S0030,GROCERIES,NORTH,48,73,92,63.71,62.68
S0040,BEVERAGES,NORTH,73,52,72,52.86,56.11
S0027,DAIRY,CENTRAL,50,73,63,55.0,52.54
S0071,PHARMA,EAST,62,7,77,37.0,48.82
S0011,PHARMA,WEST,24,44,39,34.86,36.18
S0092,DAIRY,WEST,60,49,41,56.57,58.43
S0054,PERSONAL_CARE,NORTH,35,27,22,37.71,46.14
S0069,HOME_CARE,CENTRAL,56,85,31,26.43,38.0
S0080,DAIRY,EAST,34,43,87,49.86,65.11
S0091,HOME_CARE,EAST,72,33,44,43.71,44.93
S0051,DAIRY,SOUTH,70,26,30,73.71,68.29
S0071,GROCERIES,EAST,123,64,112,68.57,80.0
S0063,GROCERIES,SOUTH,48,57,53,90.14,81.96
S0020,GROCERIES,WEST,47,72,60,46.86,50.54
S0009,GROCERIES,NORTH,82,106,72,80.29,73.61
S0098,GROCERIES,WEST,37,80,149,53.71,54.61
S0053,GROCERIES,EAST,55,115,43,44.57,57.43
S0055,PHARMA,NORTH,23,27,28,28.0,38.36
S0117,PHARMA,EAST,16,49,40,42.57,45.21
S0044,SNACKS,CENTRAL,84,67,40,77.29,74.93
S0104,BEVERAGES,WEST,67,25,50,53.86,51.79
S0065,SNACKS,SOUTH,44,34,24,37.71,46.71
S0004,HOME_CARE,NORTH,33,62,58,38.57,44.79
S0050,DAIRY,NORTH,28,57,31,63.14,62.54
S0080,PERSONAL_CARE,EAST,80,45,47,63.86,61.0
S0071,HOME_CARE,EAST,52,22,74,49.29,48.93
S0075,GROCERIES,EAST,59,36,111,70.29,63.79
S0001,PHARMA,WEST,47,22,28,41.57,38.0
S0025,HOME_CARE,SOUTH,39,30,29,40.43,41.18
S0110,DAIRY,SOUTH,32,68,85,67.86,61.68
S0044,GROCERIES,CENTRAL,59,125,85,64.43,72.68
S0058,HOME_CARE,WEST,52,55,44,44.57,55.07
S0036,BEVERAGES,NORTH,59,35,79,67.14,68.86
S0105,BEVERAGES,NORTH,79,69,100,73.43,69.11
S0075,BEVERAGES,EAST,48,55,26,76.71,72.5
S0062,GROCERIES,SOUTH,73,119,133,50.0,62.86
S0030,BEVERAGES,NORTH,57,106,78,55.14,60.29
S0041,GROCERIES,SOUTH,38,70,132,64.14,63.0
S0058,PERSONAL_CARE,WEST,47,33,97,58.29,46.61
S0078,PHARMA,NORTH,52,14,62,48.43,51.29
S0049,DAIRY,SOUTH,15,48,35,46.0,37.11
S0081,BEVERAGES,WEST,49,65,69,71.57,59.54
S0033,PERSONAL_CARE,NORTH,55,30,28,60.57,47.93
S0014,GROCERIES,EAST,120,117,76,80.57,76.46
S0087,GROCERIES,CENTRAL,134,45,117,75.29,73.68
S0016,SNACKS,WEST,39,69,67,79.71,62.18
S0001,SNACKS,WEST,81,41,86,64.57,67.5
S0032,HOME_CARE,EAST,37,39,19,31.43,39.39
S0095,BEVERAGES,EAST,57,50,51,61.0,62.04
S0077,DAIRY,NORTH,31,51,87,62.43,54.71
S0010,HOME_CARE,WEST,26,38,21,45.71,39.75
S0036,SNACKS,NORTH,50,76,40,65.86,66.14
S0011,HOME_CARE,WEST,69,48,47,45.57,46.29
S0101,BEVERAGES,CENTRAL,96,126,26,54.29,75.39
S0062,DAIRY,SOUTH,15,88,37,42.71,49.43
S0085,PHARMA,NORTH,28,80,41,47.57,46.57
S0068,GROCERIES,CENTRAL,38,54,26,58.57,61.96
S0035,SNACKS,SOUTH,66,117,71,45.71,50.61
S0095,DAIRY,EAST,39,70,68,40.14,45.57
S0106,BEVERAGES,WEST,47,95,45,63.43,74.04
S0059,SNACKS,EAST,23,50,65,56.0,56.14
S0092,BEVERAGES,WEST,45,91,106,78.57,76.18
S0093,BEVERAGES,EAST,32,73,59,84.71,86.14
S0112,BEVERAGES,NORTH,104,61,67,59.43,63.0
S0087,DAIRY,CENTRAL,72,103,67,81.14,70.89
S0007,BEVERAGES,EAST,62,25,118,66.0,59.21
S0077,SNACKS,NORTH,52,54,61,60.0,58.07
S0110,PERSONAL_CARE,SOUTH,50,54,33,61.86,56.57
S0039,DAIRY,SOUTH,34,97,96,55.86,57.11
S0072,PHARMA,SOUTH,19,41,46,36.57,35.89
S0007,SNACKS,EAST,54,51,33,90.43,65.46
S0017,PHARMA,SOUTH,67,50,20,51.86,42.18
S0037,HOME_CARE,CENTRAL,53,36,54,54.86,50.75
S0006,PHARMA,NORTH,49,46,37,39.71,41.64
S0046,BEVERAGES,NORTH,99,122,98,71.57,68.0
S0006,SNACKS,NORTH,45,86,80,46.0,51.71
S0057,DAIRY,EAST,83,65,52,57.14,54.5
S0114,HOME_CARE,SOUTH,51,53,50,45.86,45.86
S0015,PERSONAL_CARE,WEST,4,71,96,41.86,44.18
S0043,PERSONAL_CARE,SOUTH,37,43,37,41.71,45.04
S0064,GROCERIES,EAST,115,106,38,82.71,82.57
S0061,PERSONAL_CARE,EAST,25,89,98,52.86,51.11
S0023,BEVERAGES,CENTRAL,38,74,49,79.14,57.79
S0065,BEVERAGES,SOUTH,58,62,66,73.0,66.75
S0118,HOME_CARE,WEST,20,60,47,49.0,43.75
S0034,HOME_CARE,WEST,29,33,56,41.43,45.68
S0061,GROCERIES,EAST,51,97,73,78.14,78.57
S0086,DAIRY,EAST,64,79,36,65.57,70.5
S0090,GROCERIES,NORTH,44,41,87,65.57,64.11
S0052,GROCERIES,WEST,158,64,58,79.43,88.29
S0096,SNACKS,EAST,68,92,45,74.29,71.25
S0040,DAIRY,NORTH,30,29,30,39.86,52.61
S0058,SNACKS,WEST,50,53,65,59.43,69.04
S0018,SNACKS,CENTRAL,39,98,105,68.57,71.07
S0097,GROCERIES,SOUTH,47,25,32,54.29,49.5
S0005,SNACKS,CENTRAL,58,68,78,53.14,50.93
S0041,HOME_CARE,SOUTH,15,55,53,45.14,44.79
S0060,DAIRY,SOUTH,51,80,42,65.71,66.86
S0111,GROCERIES,NORTH,63,53,25,46.71,53.18
S0073,PERSONAL_CARE,CENTRAL,31,33,94,46.57,38.96
S0034,PERSONAL_CARE,WEST,47,38,53,47.43,43.54
S0016,DAIRY,WEST,36,95,54,61.0,50.64
S0089,PHARMA,NORTH,28,63,52,36.57,42.04
S0120,SNACKS,SOUTH,50,24,46,43.14,51.71
S0086,BEVERAGES,EAST,52,79,111,78.86,71.07
S0085,PERSONAL_CARE,NORTH,61,33,55,57.43,57.79
S0112,SNACKS,NORTH,77,81,108,67.29,63.86
S0030,PERSONAL_CARE,NORTH,41,52,35,43.57,42.86
S0048,SNACKS,CENTRAL,163,69,49,54.71,60.61
S0011,SNACKS,WEST,37,52,75,68.86,56.32
S0094,PERSONAL_CARE,SOUTH,72,53,43,69.57,54.04
S0036,GROCERIES,NORTH,49,89,42,72.57,73.57
S0048,BEVERAGES,CENTRAL,35,57,70,61.0,57.29
S0019,BEVERAGES,WEST,92,103,82,89.14,70.32
S0110,HOME_CARE,SOUTH,35,28,56,45.57,43.79
S0040,PERSONAL_CARE,NORTH,58,75,62,54.0,46.54
S0021,SNACKS,SOUTH,73,43,73,65.71,58.86
S0068,DAIRY,CENTRAL,110,56,73,58.29,55.0
S0094,DAIRY,SOUTH,80,63,34,62.86,59.64
S0107,BEVERAGES,WEST,77,95,170,68.86,63.32
S0075,HOME_CARE,EAST,40,57,43,39.0,41.96
S0111,DAIRY,NORTH,109,20,32,39.14,43.79
S0115,PERSONAL_CARE,CENTRAL,48,50,21,53.71,50.75
S0043,SNACKS,SOUTH,42,47,46,73.43,59.54
S0050,PHARMA,NORTH,30,48,32,49.14,44.89
S0084,PHARMA,WEST,37,17,67,56.86,50.75
S0035,DAIRY,SOUTH,24,53,31,48.0,46.21
S0075,SNACKS,EAST,31,81,50,46.29,56.68
S0120,PERSONAL_CARE,SOUTH,80,59,24,52.0,48.29
S0095,HOME_CARE,EAST,47,66,28,40.29,41.11
S0116,GROCERIES,SOUTH,59,106,121,57.0,66.29
S0093,HOME_CARE,EAST,36,54,72,50.86,50.89
S0100,PHARMA,WEST,62,62,19,43.57,44.07
S0091,GROCERIES,EAST,46,4,41,71.29,63.75
S0115,GROCERIES,CENTRAL,55,74,52,72.0,64.75
S0088,PHARMA,SOUTH,13,28,56,46.43,42.68
S0029,PERSONAL_CARE,CENTRAL,75,54,5,39.29,44.39
S0057,HOME_CARE,EAST,50,27,28,54.86,45.89
S0021,HOME_CARE,SOUTH,39,45,48,52.0,39.86
S0098,BEVERAGES,WEST,49,39,47,58.14,48.36
S0114,BEVERAGES,SOUTH,53,63,30,57.0,70.71
S0006,DAIRY,NORTH,86,48,42,41.0,46.0
S0022,HOME_CARE,NORTH,42,5,33,46.71,34.29
S0037,PERSONAL_CARE,CENTRAL,52,30,52,41.14,51.32
S0016,BEVERAGES,WEST,47,58,76,61.43,62.68
S0119,GROCERIES,EAST,108,42,57,64.43,70.07
S0096,DAIRY,EAST,55,63,41,79.86,69.46
S0113,HOME_CARE,SOUTH,25,36,84,42.57,43.0
S0084,HOME_CARE,WEST,16,38,43,36.86,41.57
S0111,BEVERAGES,NORTH,54,35,48,61.43,54.75
S0061,PHARMA,EAST,54,0,45,61.14,49.68
S0067,PERSONAL_CARE,SOUTH,57,58,37,70.57,56.79
S0052,PERSONAL_CARE,WEST,20,48,39,56.86,48.57
S0019,DAIRY,WEST,72,41,56,50.29,62.36
S0109,DAIRY,NORTH,49,66,48,41.86,49.21
S0051,PERSONAL_CARE,SOUTH,75,56,51,46.29,59.07
S0024,PHARMA,SOUTH,40,56,18,40.0,38.32
S0097,HOME_CARE,SOUTH,33,24,30,26.14,32.79
S0044,HOME_CARE,CENTRAL,75,68,55,43.29,46.61
S0069,PERSONAL_CARE,CENTRAL,46,39,55,50.0,42.18
S0103,BEVERAGES,CENTRAL,24,105,25,63.29,64.29
S0071,SNACKS,EAST,55,79,58,56.29,68.57
S0030,SNACKS,NORTH,41,88,107,47.0,55.57
S0045,BEVERAGES,CENTRAL,48,54,40,71.29,72.89
S0104,DAIRY,WEST,98,75,61,49.43,51.14
S0109,GROCERIES,NORTH,56,52,38,74.0,66.75
S0008,PERSONAL_CARE,NORTH,59,35,42,41.29,49.39
S0108,HOME_CARE,SOUTH,53,61,0,69.29,60.5
S0070,PERSONAL_CARE,SOUTH,25,54,60,67.29,46.07
S0082,SNACKS,EAST,30,41,42,52.14,53.14
S0073,PHARMA,CENTRAL,43,47,46,38.29,41.75
S0097,BEVERAGES,SOUTH,40,36,29,50.43,42.5
S0003,PERSONAL_CARE,NORTH,31,3,24,60.0,54.46
S0053,BEVERAGES,EAST,53,29,75,44.14,59.32
S0102,DAIRY,SOUTH,53,9,34,42.71,46.79
S0118,PERSONAL_CARE,WEST,32,42,38,47.14,41.18
S0060,PERSONAL_CARE,SOUTH,66,22,90,51.0,50.07
S0008,GROCERIES,NORTH,90,104,43,61.71,68.07
S0021,PERSONAL_CARE,SOUTH,38,2,40,49.43,45.5
S0073,HOME_CARE,CENTRAL,64,30,15,35.71,36.54
S0020,DAIRY,WEST,17,40,21,40.57,42.61
S0013,PHARMA,CENTRAL,41,43,38,55.71,41.32
S0103,SNACKS,CENTRAL,43,40,75,63.71,60.5
S0114,SNACKS,SOUTH,90,74,66,66.57,74.14
S0015,GROCERIES,WEST,92,53,46,68.57,75.64
S0108,SNACKS,SOUTH,102,62,87,70.14,77.39
S0059,HOME_CARE,EAST,29,43,40,47.0,39.32
S0029,DAIRY,CENTRAL,58,96,44,65.14,62.04
S0110,SNACKS,SOUTH,53,48,56,66.86,64.11
S0022,BEVERAGES,NORTH,33,51,84,45.0,51.75
S0059,GROCERIES,EAST,125,33,39,69.86,71.25
S0047,HOME_CARE,NORTH,29,21,65,53.14,43.21
S0004,PHARMA,NORTH,58,43,26,59.0,51.39
S0004,DAIRY,NORTH,36,102,71,61.86,52.36
S0083,PHARMA,SOUTH,45,6,47,41.43,44.04
S0079,SNACKS,SOUTH,87,35,51,76.29,57.75
S0096,BEVERAGES,EAST,67,112,35,47.29,64.54
S0117,PERSONAL_CARE,EAST,75,37,52,39.86,46.75
S0078,GROCERIES,NORTH,49,98,104,77.29,70.07
S0034,SNACKS,WEST,42,39,14,47.71,52.89
S0032,DAIRY,EAST,36,29,63,40.71,48.89
S0064,HOME_CARE,EAST,56,65,25,45.71,54.89
S0095,PERSONAL_CARE,EAST,44,56,61,32.86,43.36
S0003,HOME_CARE,NORTH,64,32,5,49.43,40.39
S0060,BEVERAGES,SOUTH,91,105,90,50.29,63.93
S0066,GROCERIES,CENTRAL,30,55,76,79.0,69.32
S0011,PERSONAL_CARE,WEST,36,34,37,56.14,49.5
S0019,PERSONAL_CARE,WEST,23,69,41,63.0,52.46
S0109,PHARMA,NORTH,50,75,49,40.57,42.79
S0093,DAIRY,EAST,62,99,44,66.71,62.89
S0118,PHARMA,WEST,29,24,31,40.0,34.04
S0119,HOME_CARE,EAST,55,68,77,53.29,47.21
S0017,HOME_CARE,SOUTH,65,28,47,45.57,47.89
S0069,DAIRY,CENTRAL,52,62,40,54.29,51.61
S0120,PHARMA,SOUTH,29,17,16,49.57,36.46
S0009,PERSONAL_CARE,NORTH,31,48,82,72.71,60.29
S0066,PHARMA,CENTRAL,33,48,22,34.14,34.68
S0003,BEVERAGES,NORTH,33,96,67,57.0,57.32
S0074,DAIRY,WEST,64,39,49,39.14,46.18
S0039,PERSONAL_CARE,SOUTH,36,34,153,49.14,53.93
S0056,SNACKS,CENTRAL,40,142,42,49.14,47.0
S0105,PERSONAL_CARE,NORTH,56,22,52,55.14,49.11
S0103,PERSONAL_CARE,CENTRAL,61,28,22,40.57,46.86
S0031,PHARMA,CENTRAL,27,22,21,26.0,33.32
S0098,PERSONAL_CARE,WEST,52,49,12,39.86,41.07
S0010,SNACKS,WEST,68,38,57,47.86,47.79
S0059,PERSONAL_CARE,EAST,38,37,6,40.14,42.04
S0089,PERSONAL_CARE,NORTH,46,82,34,60.29,50.43
S0077,HOME_CARE,NORTH,54,126,34,40.29,52.07
S0015,HOME_CARE,WEST,28,34,51,72.57,51.93
S0059,DAIRY,EAST,86,27,29,45.86,49.89
S0027,SNACKS,CENTRAL,41,78,69,61.14,55.46
S0074,BEVERAGES,WEST,45,103,36,44.86,53.61
S0075,DAIRY,EAST,43,66,59,79.86,60.29
S0026,HOME_CARE,NORTH,31,58,54,44.43,45.86
S0053,DAIRY,EAST,55,70,33,46.86,45.32
S0085,GROCERIES,NORTH,45,64,48,85.57,78.32
S0002,PERSONAL_CARE,NORTH,24,47,86,52.43,56.71
S0023,DAIRY,CENTRAL,23,80,69,58.29,57.46
S0098,DAIRY,WEST,52,60,93,50.14,45.29
S0097,PERSONAL_CARE,SOUTH,32,14,31,43.57,39.36
S0021,PHARMA,SOUTH,65,17,37,33.14,39.46
S0094,SNACKS,SOUTH,69,58,102,70.71,68.39
S0046,SNACKS,NORTH,65,114,84,78.43,69.25
S0055,GROCERIES,NORTH,37,43,56,70.29,61.0
S0095,SNACKS,EAST,33,74,48,49.29,51.5
S0006,PERSONAL_CARE,NORTH,52,40,19,39.43,39.43
S0104,GROCERIES,WEST,93,43,47,67.14,68.32
S0017,SNACKS,SOUTH,65,76,91,73.14,71.07
S0111,HOME_CARE,NORTH,61,45,19,29.86,36.5
S0029,SNACKS,CENTRAL,64,46,63,62.86,67.14
S0084,GROCERIES,WEST,32,47,67,87.43,65.21
S0032,GROCERIES,EAST,58,67,31,59.0,62.07
S0031,PERSONAL_CARE,CENTRAL,52,25,58,28.57,35.36
S0103,GROCERIES,CENTRAL,76,23,31,76.14,72.36
S0085,DAIRY,NORTH,50,102,84,62.14,61.54
S0009,BEVERAGES,NORTH,61,29,41,54.71,62.18
S0051,HOME_CARE,SOUTH,48,45,48,41.71,48.25
S0057,BEVERAGES,EAST,175,42,69,43.0,63.11
S0076,HOME_CARE,WEST,58,29,41,35.0,37.39
S0026,GROCERIES,NORTH,98,80,63,68.43,69.14
S0049,HOME_CARE,SOUTH,54,22,24,35.43,36.29
S0082,PERSONAL_CARE,EAST,14,39,25,44.71,48.32
S0069,BEVERAGES,CENTRAL,25,56,77,61.43,58.14
S0120,DAIRY,SOUTH,24,35,91,55.57,48.07
S0106,GROCERIES,WEST,30,79,107,58.57,64.07
S0018,DAIRY,CENTRAL,43,60,48,58.86,56.43
S0085,HOME_CARE,NORTH,32,79,56,71.29,56.07
S0086,PERSONAL_CARE,EAST,53,39,54,65.14,50.96
S0069,GROCERIES,CENTRAL,38,43,34,45.86,63.64
S0037,BEVERAGES,CENTRAL,98,87,54,64.0,71.75
S0038,DAIRY,SOUTH,24,71,48,42.29,51.82
S0042,GROCERIES,CENTRAL,17,51,70,52.57,48.68
S0045,GROCERIES,CENTRAL,109,85,40,79.57,86.43
S0029,BEVERAGES,CENTRAL,52,76,59,48.57,57.93
S0115,BEVERAGES,CENTRAL,60,36,47,53.0,57.86
S0021,DAIRY,SOUTH,62,28,48,68.14,58.5
S0047,GROCERIES,NORTH,88,109,86,58.14,68.57
S0106,PHARMA,WEST,47,36,25,60.0,51.39
S0013,PERSONAL_CARE,CENTRAL,70,51,31,45.86,49.14
S0061,DAIRY,EAST,34,79,26,66.29,59.82
S0027,HOME_CARE,CENTRAL,101,47,61,50.0,52.18
S0007,DAIRY,EAST,38,35,93,54.14,50.32
S0103,PHARMA,CENTRAL,34,42,72,47.29,41.43
S0114,PERSONAL_CARE,SOUTH,47,36,49,65.86,61.11
S0036,PHARMA,NORTH,39,36,29,38.86,40.5
S0059,BEVERAGES,EAST,36,69,62,63.0,65.36
S0110,BEVERAGES,SOUTH,109,106,102,52.86,60.04
S0079,HOME_CARE,SOUTH,50,38,69,40.57,44.29
S0098,HOME_CARE,WEST,46,8,19,49.29,42.43
S0074,PERSONAL_CARE,WEST,22,9,53,48.14,38.79
S0088,BEVERAGES,SOUTH,68,48,34,71.43,61.5
S0053,HOME_CARE,EAST,32,30,47,56.29,47.0
S0076,PERSONAL_CARE,WEST,75,29,33,36.71,38.07
S0089,HOME_CARE,NORTH,46,62,46,55.29,48.21
S0010,PERSONAL_CARE,WEST,34,16,29,52.14,41.96
S0060,GROCERIES,SOUTH,40,42,67,69.86,79.75
S0038,PERSONAL_CARE,SOUTH,46,34,66,46.43,47.86
S0011,GROCERIES,WEST,54,50,34,59.86,64.29
S0034,GROCERIES,WEST,66,81,59,66.71,73.04
S0116,DAIRY,SOUTH,64,28,39,53.86,51.96
S0013,GROCERIES,CENTRAL,35,28,40,64.71,61.46
S0076,SNACKS,WEST,68,70,53,50.29,53.68
S0017,BEVERAGES,SOUTH,33,135,27,53.0,59.75
S0118,BEVERAGES,WEST,78,79,84,64.57,58.11
S0086,SNACKS,EAST,45,57,52,80.86,65.39
S0019,GROCERIES,WEST,39,65,88,78.14,73.5
S0108,PERSONAL_CARE,SOUTH,41,72,98,63.43,64.14
S0032,PERSONAL_CARE,EAST,72,31,44,30.71,45.61
S0114,PHARMA,SOUTH,16,42,28,40.14,39.68
S0038,SNACKS,SOUTH,50,84,30,50.71,57.57
S0095,GROCERIES,EAST,60,85,32,51.86,65.04
S0027,PHARMA,CENTRAL,50,32,51,36.0,43.32
S0044,PERSONAL_CARE,CENTRAL,58,74,41,43.57,52.96
S0087,BEVERAGES,CENTRAL,145,52,30,78.0,79.71
S0051,PHARMA,SOUTH,44,55,26,52.71,49.36
S0054,GROCERIES,NORTH,68,48,20,65.71,68.43
S0013,BEVERAGES,CENTRAL,80,83,47,58.29,63.86
S0116,PERSONAL_CARE,SOUTH,77,39,33,60.43,55.75
S0072,SNACKS,SOUTH,59,45,81,62.29,59.5
S0119,PHARMA,EAST,42,80,20,44.0,39.57
S0011,BEVERAGES,WEST,58,49,42,50.0,61.36
S0051,GROCERIES,SOUTH,77,112,50,79.43,75.5
S0099,PERSONAL_CARE,NORTH,60,100,92,47.71,55.96
S0023,PHARMA,CENTRAL,30,54,25,54.29,50.32
S0068,PHARMA,CENTRAL,41,30,36,36.71,38.29
S0013,HOME_CARE,CENTRAL,73,46,46,43.71,43.57
S0021,BEVERAGES,SOUTH,68,67,73,57.0,59.11
S0037,SNACKS,CENTRAL,69,101,31,66.29,58.32
S0079,GROCERIES,SOUTH,79,92,74,71.86,73.82
S0100,GROCERIES,WEST,108,103,79,63.43,65.46
S0025,BEVERAGES,SOUTH,69,48,51,52.0,57.71
S0058,DAIRY,WEST,47,32,111,64.86,63.0
